Nom_complet,Age,Ville,Salaire,Statut
Georges Garnier,23.0,Paris,25432.0,Célibataire
Bernard Blanc,47.0,Paris,40644.0,Marié(e)
Alfred Rolland,55.0,Lille,38745.0,
Alexandria Raynaud,19.0,Paris,75316.0,Marié(e)
Daniel Garnier,32.0,Lille,48228.0,Célibataire
,28.0,Lille,72822.0,Divorcé(e)
Margaud Thibault,25.0,Paris,54521.0,Divorcé(e)
Suzanne Peltier,43.0,Marseille,77252.0,Célibataire
Matthieu Morel,62.0,,51703.0,Marié(e)
Renée Renaud,61.0,Lyon,46928.0,Divorcé(e)
Sylvie Faivre,22.0,Lille,38322.0,Marié(e)
Gilles Georges,23.0,Bordeaux,77714.0,Célibataire
Marguerite Hamon,43.0,Marseille,42360.0,Marié(e)
Benoît Hamon,21.0,Lyon,49055.0,Divorcé(e)
Cécile Neveu,36.0,,62891.0,Divorcé(e)
Claude Maréchal,37.0,Lille,36376.0,Marié(e)
Éric Chauvin,50.0,Paris,26588.0,Célibataire
Alice Baudry,37.0,Marseille,45000.0,
Jeanne Lambert,,Lille,26304.0,Célibataire
Antoinette Lesage,64.0,Marseille,27345.0,Marié(e)
,,Paris,49300.0,Divorcé(e)
Nath Guichard,43.0,Paris,44259.0,Célibataire
Thomas Aubry,31.0,Lille,45470.0,Célibataire
Pauline Turpin,55.0,Paris,43017.0,Célibataire
Louis Grenier,54.0,Bordeaux,35352.0,Divorcé(e)
Agathe Guilbert,28.0,Lyon,,Marié(e)
Léon Léger,,Lille,39446.0,Divorcé(e)
Anne Duval,30.0,Marseille,,
Lucas Payet,60.0,Bordeaux,29879.0,Marié(e)
Lucy Leroux,20.0,Lille,52316.0,Divorcé(e)
,50.0,Paris,53340.0,Célibataire
Raymond Laine,23.0,Paris,27521.0,Célibataire
Catherine Renard,27.0,Paris,26171.0,Divorcé(e)
Michèle Toussaint,22.0,Paris,43481.0,Divorcé(e)
Véronique Perret,40.0,Marseille,38474.0,Divorcé(e)
Constance Deschamps,27.0,Bordeaux,66760.0,Célibataire
Gérard Fouquet,61.0,Lyon,75718.0,Divorcé(e)
Élodie Fouquet,19.0,Marseille,64629.0,Célibataire
